300, 450, 0
0, 124
0, 90
0, 65
1, 129
1, 212
1, 99
1, 220
1, 190
1, 243
2, 186
2, 37
3, 28
3, 221
4, 168
4, 219
4, 57
4, 67
4, 64
5, 49
5, 33
6, 181
6, 129
6, 88
6, 214
7, 261
7, 81
7, 167
7, 149
7, 68
7, 287
8, 190
8, 193
9, 176
10, 54
10, 98
11, 99
11, 264
11, 247
11, 105
12, 211
13, 177
13, 167
13, 223
14, 110
14, 294
14, 35
15, 239
15, 41
15, 148
16, 133
16, 250
17, 106
17, 178
17, 257
18, 162
18, 169
18, 217
19, 192
19, 87
20, 129
20, 169
20, 176
20, 21
21, 126
22, 245
22, 293
22, 188
22, 180
23, 79
23, 38
23, 29
23, 226
23, 294
24, 221
24, 254
25, 134
26, 64
26, 31
27, 98
27, 254
27, 183
27, 198
28, 267
29, 183
29, 170
30, 276
30, 294
31, 198
31, 254
31, 202
31, 280
32, 40
33, 132
34, 223
34, 56
34, 158
34, 163
35, 75
35, 275
35, 143
36, 194
36, 133
37, 220
37, 171
38, 104
38, 246
39, 184
39, 245
39, 175
39, 294
39, 228
40, 105
41, 75
41, 52
41, 74
41, 217
42, 61
42, 294
42, 247
43, 97
43, 244
43, 260
44, 100
44, 222
45, 66
45, 275
46, 145
47, 110
47, 159
47, 115
48, 289
48, 197
48, 85
48, 189
48, 83
48, 142
48, 210
49, 136
49, 264
49, 93
50, 196
51, 74
52, 206
52, 211
52, 79
52, 56
52, 133
52, 201
53, 131
54, 179
54, 205
55, 57
55, 201
56, 90
58, 187
59, 238
59, 232
60, 232
60, 68
61, 264
61, 147
61, 76
61, 102
61, 223
62, 234
62, 72
63, 146
63, 292
64, 142
68, 226
68, 115
68, 156
69, 296
69, 153
69, 284
69, 251
69, 205
70, 74
70, 186
70, 100
71, 187
71, 85
71, 223
72, 226
72, 179
72, 115
72, 80
72, 169
73, 251
73, 135
74, 161
74, 115
74, 293
74, 84
75, 124
76, 209
76, 112
76, 82
77, 171
77, 264
78, 219
78, 221
78, 119
79, 173
80, 220
81, 126
81, 180
81, 212
82, 116
82, 277
83, 108
84, 136
84, 247
85, 132
85, 123
85, 89
86, 179
87, 134
87, 279
87, 259
87, 243
87, 201
88, 211
89, 214
90, 213
90, 239
91, 178
91, 94
92, 151
92, 221
92, 108
93, 129
93, 188
93, 121
93, 119
93, 288
94, 264
95, 134
96, 137
96, 139
97, 275
97, 124
98, 267
98, 153
98, 234
99, 100
99, 251
100, 143
100, 211
100, 201
101, 265
101, 212
101, 203
102, 162
102, 179
103, 184
103, 194
104, 204
104, 107
105, 271
106, 181
106, 202
106, 269
108, 170
109, 274
110, 211
110, 249
111, 154
111, 159
111, 148
112, 174
112, 283
112, 190
112, 124
112, 265
113, 234
113, 291
113, 149
114, 151
114, 178
115, 206
115, 284
117, 225
117, 229
117, 215
117, 155
118, 257
118, 200
120, 209
121, 252
121, 298
122, 145
122, 292
124, 180
125, 193
126, 181
126, 186
127, 280
128, 258
130, 153
130, 173
131, 144
133, 154
134, 159
135, 169
135, 193
135, 212
135, 249
135, 218
136, 272
136, 273
136, 255
136, 244
136, 253
137, 275
138, 154
139, 291
139, 295
140, 245
140, 214
140, 248
140, 253
141, 158
142, 269
142, 273
142, 211
142, 199
143, 266
143, 253
143, 144
143, 278
145, 180
145, 284
147, 256
147, 297
149, 275
150, 151
151, 242
151, 249
152, 273
152, 262
153, 286
153, 222
154, 174
154, 199
155, 281
155, 230
156, 176
157, 203
158, 192
159, 172
160, 168
161, 223
161, 252
161, 268
163, 230
163, 268
164, 265
165, 275
165, 235
166, 219
167, 217
167, 279
167, 269
168, 233
168, 209
169, 210
174, 245
174, 273
175, 241
175, 268
175, 228
176, 272
176, 290
176, 244
180, 277
180, 298
180, 263
181, 237
182, 297
182, 195
183, 282
183, 224
184, 295
184, 254
185, 297
185, 253
186, 227
187, 191
188, 243
188, 265
188, 288
188, 263
190, 199
193, 209
194, 230
194, 232
195, 277
195, 261
195, 211
196, 282
196, 197
199, 281
200, 289
201, 297
201, 280
204, 285
205, 273
207, 228
207, 248
208, 299
209, 270
216, 241
217, 291
218, 285
219, 282
219, 290
219, 231
219, 276
222, 260
223, 245
224, 277
225, 258
227, 298
227, 272
229, 244
229, 263
233, 255
236, 294
237, 282
239, 291
240, 281
241, 272
241, 278
241, 299
243, 282
244, 290
244, 298
249, 274
253, 258
260, 278
260, 297
261, 277
263, 294
263, 288
264, 286
277, 290
280, 297
282, 288
286, 287
