50, 75, 0
0, 31
0, 20
0, 24
1, 30
2, 4
2, 12
3, 30
3, 22
3, 19
3, 13
4, 27
4, 13
4, 28
5, 16
5, 35
5, 24
5, 13
6, 21
6, 44
6, 27
6, 18
7, 34
8, 22
8, 45
8, 23
9, 30
9, 10
10, 27
10, 12
11, 16
11, 23
11, 30
11, 42
11, 47
12, 34
12, 23
12, 38
14, 43
14, 41
14, 24
15, 32
15, 35
15, 29
16, 22
16, 29
17, 33
17, 28
18, 36
19, 34
19, 25
20, 49
20, 33
21, 23
21, 42
22, 39
23, 26
23, 28
24, 42
25, 48
25, 26
26, 43
27, 39
27, 36
28, 30
28, 41
28, 45
30, 45
30, 36
34, 44
34, 46
34, 40
34, 45
35, 44
37, 40
40, 44
