50, 200, 0
0, 38
0, 18
0, 44
0, 26
0, 49
0, 47
1, 7
1, 21
1, 15
1, 43
1, 11
1, 38
1, 45
1, 16
1, 40
1, 47
1, 31
2, 10
2, 9
2, 6
2, 26
2, 8
3, 12
3, 26
3, 15
3, 4
3, 45
3, 36
3, 46
3, 47
3, 29
3, 28
4, 6
4, 36
4, 35
4, 40
4, 28
4, 48
4, 26
5, 21
5, 44
5, 48
5, 6
5, 45
5, 43
6, 8
6, 23
6, 13
6, 27
6, 38
6, 41
6, 42
7, 36
7, 19
7, 27
7, 8
7, 29
7, 12
7, 11
7, 48
8, 35
8, 32
8, 9
8, 12
8, 18
8, 19
8, 40
9, 23
9, 37
9, 18
9, 33
9, 42
9, 16
9, 29
9, 15
10, 46
10, 12
10, 44
11, 45
11, 20
11, 28
11, 25
11, 44
11, 48
12, 37
12, 33
12, 30
12, 17
12, 48
12, 46
12, 14
12, 13
12, 21
12, 35
13, 44
13, 17
14, 38
14, 49
14, 21
14, 26
14, 28
14, 42
15, 27
15, 46
15, 36
15, 16
16, 36
16, 28
16, 19
16, 38
17, 20
17, 24
17, 41
17, 30
17, 36
17, 23
17, 42
18, 24
18, 31
18, 26
18, 20
18, 33
18, 35
19, 44
20, 25
20, 49
20, 42
20, 23
20, 39
20, 33
21, 33
21, 28
21, 32
21, 31
22, 36
22, 47
23, 48
23, 38
23, 27
24, 48
24, 36
24, 45
24, 49
24, 38
25, 42
25, 47
25, 38
25, 40
26, 33
26, 48
26, 35
26, 27
26, 43
26, 49
26, 47
27, 28
27, 29
27, 34
27, 43
28, 40
28, 32
28, 43
28, 30
28, 39
28, 31
29, 35
30, 32
30, 40
31, 46
31, 37
31, 47
32, 47
32, 48
33, 37
33, 46
33, 36
34, 49
34, 45
34, 40
34, 43
35, 48
35, 41
35, 39
35, 42
35, 37
36, 47
37, 39
37, 40
38, 40
38, 39
38, 42
38, 45
39, 49
39, 46
39, 45
41, 42
42, 44
43, 48
44, 45
45, 48
