300, 1200, 0
0, 160
0, 201
0, 184
0, 162
0, 189
0, 260
1, 230
1, 227
1, 253
1, 91
1, 36
1, 176
1, 97
1, 135
2, 231
2, 283
2, 187
2, 46
2, 53
2, 226
3, 169
3, 221
3, 277
3, 40
3, 72
3, 38
3, 154
3, 285
3, 231
3, 201
3, 44
3, 75
4, 289
4, 135
4, 26
4, 137
4, 225
4, 248
4, 91
4, 212
4, 165
4, 172
4, 177
4, 170
5, 17
5, 25
5, 107
5, 123
5, 79
5, 31
5, 250
5, 74
5, 78
6, 97
6, 277
6, 266
6, 107
6, 33
6, 136
6, 133
6, 112
6, 41
6, 263
6, 120
7, 90
7, 264
7, 230
7, 105
7, 68
7, 112
7, 257
7, 284
7, 216
8, 135
8, 218
8, 199
8, 89
8, 112
8, 154
8, 294
9, 35
9, 155
9, 15
9, 37
9, 272
10, 272
10, 178
10, 43
10, 65
10, 80
10, 226
11, 74
11, 104
11, 46
11, 299
11, 174
11, 247
12, 232
12, 20
12, 256
12, 91
12, 191
12, 55
12, 139
12, 102
12, 251
12, 200
12, 119
12, 85
13, 264
13, 231
13, 176
13, 153
13, 200
13, 16
14, 209
14, 133
14, 229
14, 159
14, 276
14, 261
14, 206
14, 106
14, 28
14, 42
14, 291
15, 228
15, 150
15, 130
16, 230
16, 205
16, 228
16, 53
16, 46
16, 102
16, 221
16, 112
16, 297
16, 58
16, 265
17, 153
17, 160
17, 224
17, 26
17, 256
17, 54
17, 215
17, 122
17, 96
17, 187
18, 119
18, 274
18, 207
18, 129
18, 261
18, 130
18, 211
18, 181
19, 162
19, 163
19, 282
19, 146
20, 68
20, 124
20, 235
20, 292
20, 188
20, 298
20, 151
20, 106
21, 92
21, 230
21, 182
21, 80
21, 82
21, 25
21, 192
21, 76
21, 61
21, 258
21, 64
21, 221
22, 75
22, 88
22, 270
22, 216
22, 74
22, 191
23, 278
23, 94
23, 270
24, 233
24, 126
24, 227
24, 226
24, 134
24, 55
24, 184
24, 224
25, 140
25, 271
25, 157
25, 229
25, 204
25, 299
25, 180
25, 210
26, 183
26, 40
26, 263
26, 286
26, 185
26, 179
26, 140
26, 141
26, 115
26, 152
26, 120
26, 160
27, 155
27, 68
27, 250
27, 264
27, 224
27, 213
27, 66
27, 50
28, 81
28, 252
28, 130
28, 152
28, 223
28, 187
29, 153
29, 200
29, 198
29, 269
29, 91
29, 282
29, 51
29, 247
30, 150
30, 243
30, 176
30, 136
30, 144
30, 242
30, 253
31, 66
31, 272
31, 285
31, 89
31, 185
31, 254
31, 145
32, 202
32, 224
32, 47
32, 210
32, 180
32, 64
32, 274
32, 207
32, 138
32, 124
32, 132
33, 264
33, 159
33, 104
33, 290
33, 39
33, 260
33, 218
34, 161
34, 203
34, 205
34, 53
34, 110
34, 103
34, 137
34, 62
34, 176
34, 113
34, 134
35, 185
36, 68
36, 235
36, 161
36, 281
36, 199
36, 213
37, 213
37, 83
37, 174
37, 273
37, 184
38, 67
38, 279
38, 242
38, 50
38, 42
38, 102
39, 153
39, 256
39, 50
39, 106
39, 52
40, 173
40, 204
40, 64
40, 107
40, 252
40, 273
41, 219
41, 189
41, 275
41, 108
41, 159
41, 247
41, 246
41, 239
41, 214
41, 292
42, 246
42, 108
42, 44
42, 145
43, 286
43, 94
43, 207
43, 251
43, 77
43, 238
43, 293
44, 155
44, 272
44, 192
44, 212
44, 225
44, 58
44, 167
45, 165
45, 195
45, 55
45, 169
45, 282
46, 158
46, 261
46, 210
46, 102
47, 86
47, 233
47, 155
47, 299
47, 87
48, 97
48, 129
48, 160
48, 176
48, 272
48, 286
48, 211
48, 134
49, 112
49, 205
49, 134
49, 297
49, 89
49, 211
49, 57
49, 71
49, 85
49, 207
49, 187
50, 132
50, 235
50, 225
50, 264
50, 242
50, 267
50, 239
50, 258
51, 213
51, 194
51, 87
51, 284
51, 274
51, 240
52, 260
52, 226
52, 194
52, 90
53, 178
53, 250
53, 271
53, 265
53, 58
53, 73
54, 135
54, 297
54, 189
54, 298
54, 151
54, 123
54, 94
54, 276
55, 132
55, 106
55, 92
55, 119
55, 108
55, 269
55, 180
55, 229
56, 191
56, 243
56, 228
56, 230
56, 199
56, 203
56, 138
56, 131
56, 253
57, 261
57, 59
57, 162
57, 247
57, 101
57, 91
57, 294
58, 159
58, 165
58, 203
58, 281
58, 207
58, 278
59, 132
59, 243
59, 237
59, 250
59, 156
59, 228
59, 174
59, 146
59, 138
59, 183
60, 118
60, 73
60, 240
60, 218
60, 173
60, 224
60, 194
60, 67
61, 94
61, 208
61, 205
62, 122
62, 298
62, 223
62, 221
62, 208
63, 253
63, 166
63, 193
63, 268
63, 225
63, 199
64, 150
64, 94
64, 188
64, 228
65, 77
65, 137
65, 259
66, 183
66, 80
66, 235
66, 97
67, 106
67, 87
67, 298
67, 176
67, 210
68, 182
68, 247
68, 299
68, 216
68, 231
68, 75
69, 196
69, 149
69, 244
70, 191
70, 231
70, 93
70, 135
70, 168
70, 256
71, 264
71, 183
71, 287
71, 134
72, 266
72, 258
72, 203
72, 81
73, 80
73, 115
73, 246
73, 245
73, 203
74, 149
74, 247
74, 185
74, 98
74, 199
74, 113
74, 138
74, 110
74, 120
75, 207
75, 77
75, 256
75, 289
75, 163
76, 209
76, 187
76, 244
76, 299
76, 268
76, 119
77, 293
77, 192
77, 122
77, 196
77, 155
77, 216
77, 180
77, 169
77, 247
77, 295
78, 246
78, 170
78, 233
78, 135
78, 240
79, 90
79, 123
80, 223
80, 224
80, 249
80, 199
80, 91
80, 108
80, 185
81, 254
81, 106
81, 225
81, 177
81, 146
81, 231
81, 189
81, 147
81, 192
81, 296
81, 265
81, 275
82, 107
82, 199
82, 167
82, 133
83, 109
83, 244
83, 123
84, 213
84, 283
84, 274
85, 125
85, 150
85, 120
85, 143
85, 201
85, 242
85, 208
86, 271
86, 126
86, 180
86, 166
86, 99
86, 138
86, 245
87, 296
87, 96
87, 99
88, 253
88, 259
88, 242
88, 99
88, 210
88, 233
89, 233
89, 127
89, 198
89, 272
89, 126
89, 261
89, 295
90, 229
90, 289
90, 226
90, 193
90, 255
90, 299
90, 225
90, 211
90, 231
91, 95
91, 262
91, 161
91, 129
91, 259
91, 215
91, 210
92, 140
92, 248
92, 144
92, 247
92, 160
92, 240
93, 147
93, 189
93, 134
93, 94
93, 268
93, 190
94, 164
94, 210
94, 275
95, 199
95, 273
95, 164
95, 276
95, 207
95, 183
96, 228
96, 119
96, 298
96, 233
96, 191
96, 270
96, 237
96, 102
97, 222
97, 283
97, 204
97, 295
97, 164
97, 123
98, 161
98, 280
98, 266
98, 192
98, 189
99, 165
99, 133
99, 113
99, 128
99, 299
99, 215
99, 110
99, 208
99, 192
100, 124
100, 142
100, 211
100, 119
101, 157
101, 200
101, 297
101, 166
101, 136
102, 278
102, 204
102, 220
103, 122
103, 186
103, 227
103, 169
103, 151
103, 157
103, 259
103, 159
103, 124
104, 220
104, 211
104, 194
104, 139
104, 263
104, 179
105, 155
105, 188
105, 116
106, 295
106, 173
106, 287
107, 270
107, 144
107, 173
107, 254
108, 214
108, 245
108, 254
108, 271
109, 116
109, 229
109, 186
109, 217
110, 195
110, 222
110, 174
110, 299
110, 271
111, 221
111, 243
111, 128
111, 148
111, 283
112, 216
112, 271
112, 187
112, 189
113, 184
113, 243
113, 259
113, 138
113, 182
113, 224
113, 171
114, 150
114, 181
114, 161
114, 268
115, 118
115, 263
115, 204
116, 168
116, 293
116, 201
117, 126
117, 168
117, 140
117, 196
117, 180
117, 267
118, 289
118, 167
118, 284
118, 249
119, 137
119, 205
119, 210
119, 295
119, 248
120, 291
120, 268
120, 131
121, 187
122, 208
122, 125
122, 163
122, 135
123, 164
123, 252
123, 218
123, 127
123, 232
123, 126
123, 148
123, 253
124, 206
124, 125
124, 205
124, 217
124, 241
125, 133
125, 136
125, 283
125, 270
125, 282
125, 259
125, 239
125, 276
126, 240
126, 278
126, 258
126, 190
126, 243
126, 221
126, 182
126, 135
127, 159
127, 283
127, 169
128, 284
128, 251
129, 193
