50, 75, 0
0, 49
0, 26
0, 24
0, 44
1, 31
2, 40
2, 33
2, 5
2, 25
2, 19
3, 43
3, 35
3, 37
3, 12
4, 31
4, 41
5, 13
5, 10
5, 30
5, 49
5, 48
5, 12
6, 33
7, 12
7, 9
8, 19
9, 37
9, 43
9, 33
10, 20
10, 36
10, 31
11, 26
11, 36
13, 21
14, 16
14, 28
14, 40
15, 33
17, 32
17, 23
17, 36
18, 31
18, 29
19, 39
19, 26
20, 31
20, 21
21, 34
21, 22
21, 31
21, 46
21, 40
22, 38
22, 24
23, 45
23, 41
23, 42
24, 48
25, 44
25, 32
27, 37
27, 35
27, 45
28, 45
29, 34
29, 41
30, 45
31, 44
33, 34
33, 48
34, 36
36, 49
40, 47
40, 43
